currTime,th_cap,gyroZ,indHS,indLP,indMS,indTO,indZC
2.53,-0.61,0.45,0,0,0,0,0
2.54,-0.79,0.43,0,0,0,0,0
2.54,-0.67,0.41,0,0,0,0,0
2.55,-0.73,0.39,0,0,0,0,0
2.55,-0.61,0.38,0,0,0,0,0
2.55,-0.12,0.36,0,0,0,0,0
2.56,-0.12,0.36,0,0,0,0,0
2.56,-0.30,0.36,0,0,0,0,0
2.57,-0.18,0.36,0,0,0,0,0
2.57,-0.43,0.36,0,0,0,0,0
2.57,-0.12,0.35,0,0,0,0,0
2.58,0.06,0.35,0,0,0,0,0
2.58,-0.30,0.36,0,0,0,0,0
2.59,-0.06,0.36,0,0,0,0,0
2.59,0.18,0.36,0,0,0,0,0
2.60,0.00,0.37,0,0,0,0,0
2.60,-0.24,0.38,0,0,0,0,0
2.61,-0.24,0.38,0,0,0,0,0
2.61,-0.37,0.37,0,0,0,0,0
2.62,-0.37,0.36,0,0,0,0,0
2.62,-0.30,0.36,0,0,0,0,0
2.62,-0.30,0.35,0,0,0,0,0
2.63,-0.06,0.35,0,0,0,0,0
2.63,0.06,0.35,0,0,0,0,0
2.64,0.67,0.36,0,0,0,0,0
2.64,0.61,0.38,0,0,0,0,0
2.64,1.10,0.40,0,0,0,0,0
2.65,0.79,0.46,0,0,0,0,0
2.65,0.73,0.49,0,0,0,0,0
2.66,0.67,0.52,0,0,0,0,0
